"meta_source","dataset_identifier","data_owner","contact_email","file_name","individual_id","device_id","device_type","year","month","day","time","time_zone","deployment_site","deployment_decimal_latitude","deployment_decimal_longitude","sex","how_sexed","age_class","genotyped","age.","progesterone","If.yes..status","comments"
"track","Friedlaender_2017",NA,NA,NA,"166127","166127","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Friedlaender_2017",NA,NA,NA,"166128","166128","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Friedlaender_2018",NA,NA,NA,"170328","170328","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Friedlaender_2018",NA,NA,NA,"173519","173519","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Friedlaender_2018",NA,NA,NA,"173522","173522","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Friedlaender_2018",NA,NA,NA,"173523","173523","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Friedlaender_2018",NA,NA,NA,"173524","173524","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Friedlaender_2018",NA,NA,NA,"173525","173525","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Friedlaender_2018",NA,NA,NA,"173526","173526","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Friedlaender_2018",NA,NA,NA,"173528","173528","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Friedlaender_2018",NA,NA,NA,"173530","173530","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Friedlaender_2018",NA,NA,NA,"173531","173531","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","New-Caledonia-HW",NA,NA,NA,"HNC1284","34215","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","New-Caledonia-HW",NA,NA,NA,"HNC960","87761","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-00828","828","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-23029","23029","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-23030","23030","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-23031","23031","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-23032","23032","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-23033","23033","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-23035","23035","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-23037","23037","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-23038","23038","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-23040","23040","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-23041","23041","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","OSU_2007ANT",NA,NA,NA,"2007ANT-23042","23042","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Rosenbaum",NA,NA,NA,"2082","2082","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Rosenbaum",NA,NA,NA,"4174","4174","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"149176","149176","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"149177","149177","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"149178","149178","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"149179","149179","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"149180","149180","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"131129","131129","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"131131","131131","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"131135","131135","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"131138","131138","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"132194","132194","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"32934","32934","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"32945","32945","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"142928","142928","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"142929","142929","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"142930","142930","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"142931","142931","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"142932","142932","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"142933","142933","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"142934","142934","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"142935","142935","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"142936","142936","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"142937","142937","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"158093","158093","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"158094","158094","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"158096","158096","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"158097","158097","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Oceans&Coasts_Seakamela",NA,NA,NA,"158098","158098","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2003-20162","Braz-2003-20162","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2003-20687","Braz-2003-20687","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2003-21791","Braz-2003-21791","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2003-21792","Braz-2003-21792","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2003-21800","Braz-2003-21800","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2003-21809","Braz-2003-21809","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2003-21810","Braz-2003-21810","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2003-24640","Braz-2003-24640","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2003-24642","Braz-2003-24642","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2003-27259","Braz-2003-27259","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2003-27261","Braz-2003-27261","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-7617","Braz-2005-7617","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-7618","Braz-2005-7618","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-10946","Braz-2005-10946","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-24641","Braz-2005-24641","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-26712","Braz-2005-26712","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-27258","Braz-2005-27258","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-27259","Braz-2005-27259","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-27261","Braz-2005-27261","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-33000","Braz-2005-33000","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-33001","Braz-2005-33001","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-37229","Braz-2005-37229","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-37231","Braz-2005-37231","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2005-37234","Braz-2005-37234","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2006-27259","Braz-2006-27259","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2006-33000","Braz-2006-33000","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2006-33001","Braz-2006-33001","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2006-37229","Braz-2006-37229","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2006-37230","Braz-2006-37230","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2006-37234","Braz-2006-37234","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2006-37236","Braz-2006-37236","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2006-37282","Braz-2006-37282","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2006-37288","Braz-2006-37288","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2006-42521","Braz-2006-42521","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2006-50682","Braz-2006-50682","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2007-27261","Braz-2007-27261","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2007-37231","Braz-2007-37231","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2007-37286","Braz-2007-37286","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2007-37288","Braz-2007-37288","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2007-42521","Braz-2007-42521","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2007-42525","Braz-2007-42525","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2007-50682","Braz-2007-50682","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2007-50686","Braz-2007-50686","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2007-50687","Braz-2007-50687","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2007-60004","Braz-2007-60004","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2007-60007","Braz-2007-60007","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87759","Braz-2008-87759","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87760","Braz-2008-87760","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87761","Braz-2008-87761","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87762","Braz-2008-87762","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87763","Braz-2008-87763","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87764","Braz-2008-87764","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87765","Braz-2008-87765","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87766","Braz-2008-87766","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87767","Braz-2008-87767","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87768","Braz-2008-87768","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87769","Braz-2008-87769","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87770","Braz-2008-87770","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87773","Braz-2008-87773","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87774","Braz-2008-87774","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87775","Braz-2008-87775","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87776","Braz-2008-87776","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87777","Braz-2008-87777","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2008-87778","Braz-2008-87778","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-81122","Braz-2009-81122","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-81123","Braz-2009-81123","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-81124","Braz-2009-81124","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-81125","Braz-2009-81125","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-81126","Braz-2009-81126","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-87771","Braz-2009-87771","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-87773","Braz-2009-87773","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-87774","Braz-2009-87774","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-87783","Braz-2009-87783","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-88719","Braz-2009-88719","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-88720","Braz-2009-88720","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2009-88727","Braz-2009-88727","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-84496","Braz-2010-84496","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-84497","Braz-2010-84497","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-87624","Braz-2010-87624","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-87631","Braz-2010-87631","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-87759","Braz-2010-87759","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-87773","Braz-2010-87773","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-87777","Braz-2010-87777","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-87778","Braz-2010-87778","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-87781","Braz-2010-87781","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-88724","Braz-2010-88724","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-88726","Braz-2010-88726","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-96380","Braz-2010-96380","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2010-102211","Braz-2010-102211","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2011-87768","Braz-2011-87768","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2011-87769","Braz-2011-87769","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2011-87773","Braz-2011-87773","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2011-87774","Braz-2011-87774","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2011-87776","Braz-2011-87776","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2011-87783","Braz-2011-87783","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2011-111868","Braz-2011-111868","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2011-111869","Braz-2011-111869","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2012-84480","Braz-2012-84480","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2012-87632","Braz-2012-87632","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"track","Zerbini",NA,NA,NA,"Braz-2012-87775","Braz-2012-87775","PTT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
